id,blockId,spaceNo,xpos,ypos,layout,mapId
965,17,9,720,340,2,1
966,17,10,720,330,2,1
967,17,11,720,320,2,1
968,17,12,720,310,2,1
969,17,13,720,300,2,1
970,17,14,720,290,2,1
971,17,15,720,280,3,1
972,17,16,720,240,1,1
973,17,17,720,230,2,1
974,17,18,720,220,2,1
975,17,19,720,210,2,1
976,17,20,720,200,2,1
977,17,21,720,190,2,1
978,17,22,720,180,2,1
979,17,23,720,170,3,1
980,17,24,720,140,1,1
981,17,25,720,130,2,1
982,17,26,720,120,2,1
983,17,27,720,110,2,1
984,17,28,720,100,2,1
985,17,29,720,90,2,1
986,17,30,720,80,3,1
987,17,31,710,80,3,1
988,17,32,710,90,4,1
989,17,33,710,100,4,1
990,17,34,710,110,4,1
991,17,35,710,120,4,1
992,17,36,710,130,4,1
993,17,37,710,140,1,1
994,17,38,710,170,3,1
995,17,39,710,180,4,1
996,17,40,710,190,4,1
997,17,41,710,200,4,1
998,17,42,710,210,4,1
999,17,43,710,220,4,1
1000,17,44,710,230,4,1
1001,17,45,710,240,1,1
1002,17,46,710,280,3,1
1003,17,47,710,290,4,1
1004,17,48,710,300,4,1
1005,17,49,710,310,4,1
1006,17,50,710,320,4,1
1007,17,51,710,330,4,1
1008,17,52,710,340,4,1
1009,17,53,710,350,1,1
1010,17,54,710,380,3,1
1011,17,55,710,390,4,1
1012,17,56,710,400,4,1
1013,17,57,710,410,4,1
1014,17,58,710,420,4,1
1015,17,59,710,430,4,1
1016,17,60,710,440,1,1
1017,18,1,690,440,1,1
1018,18,2,690,430,2,1
1019,18,3,690,420,2,1
1020,18,4,690,410,2,1
1021,18,5,690,400,2,1
1022,18,6,690,390,2,1
1023,18,7,690,380,3,1
1024,18,8,690,350,1,1
1025,18,9,690,340,2,1
1026,18,10,690,330,2,1
1027,18,11,690,320,2,1
1028,18,12,690,310,2,1
1029,18,13,690,300,2,1
1030,18,14,690,290,2,1
1031,18,15,690,280,3,1
1032,18,16,690,240,1,1
1033,18,17,690,230,2,1
1034,18,18,690,220,2,1
1035,18,19,690,210,2,1
1036,18,20,690,200,2,1
1037,18,21,690,190,2,1
1038,18,22,690,180,2,1
1039,18,23,690,170,3,1
1040,18,24,690,140,1,1
1041,18,25,690,130,2,1
1042,18,26,690,120,2,1
1043,18,27,690,110,2,1
1044,18,28,690,100,2,1
1045,18,29,690,90,2,1
1046,18,30,690,80,3,1
1047,18,31,680,80,3,1
1048,18,32,680,90,4,1
1049,18,33,680,100,4,1
1050,18,34,680,110,4,1
1051,18,35,680,120,4,1
1052,18,36,680,130,4,1
1053,18,37,680,140,1,1
1054,18,38,680,170,3,1
1055,18,39,680,180,4,1
1056,18,40,680,190,4,1
1057,18,41,680,200,4,1
1058,18,42,680,210,4,1
1059,18,43,680,220,4,1
1060,18,44,680,230,4,1
1061,18,45,680,240,1,1
1062,18,46,680,280,3,1
1063,18,47,680,290,4,1
1064,18,48,680,300,4,1
1065,18,49,680,310,4,1
1066,18,50,680,320,4,1
1067,18,51,680,330,4,1
1068,18,52,680,340,4,1
1069,18,53,680,350,1,1
1070,18,54,680,380,3,1
1071,18,55,680,390,4,1
1072,18,56,680,400,4,1
1073,18,57,680,410,4,1
1074,18,58,680,420,4,1
1075,18,59,680,430,4,1
1076,18,60,680,440,1,1
1077,19,1,660,440,1,1
1078,19,2,660,430,2,1
1079,19,3,660,420,2,1
1080,19,4,660,410,2,1
1081,19,5,660,400,2,1
1082,19,6,660,390,2,1
1083,19,7,660,380,3,1
1084,19,8,660,350,1,1
1085,19,9,660,340,2,1
1086,19,10,660,330,2,1
1087,19,11,660,320,2,1
1088,19,12,660,310,2,1
1089,19,13,660,300,2,1
1090,19,14,660,290,2,1
1091,19,15,660,280,3,1
1092,19,16,660,240,1,1
1093,19,17,660,230,2,1
1094,19,18,660,220,2,1
1095,19,19,660,210,2,1
1096,19,20,660,200,2,1
1097,19,21,660,190,2,1
1098,19,22,660,180,2,1
1099,19,23,660,170,3,1
1100,19,24,660,140,1,1
1101,19,25,660,130,2,1
1102,19,26,660,120,2,1
1103,19,27,660,110,2,1
1104,19,28,660,100,2,1
1105,19,29,660,90,2,1
1106,19,30,660,80,3,1
1107,19,31,650,80,3,1
1108,19,32,650,90,4,1
1109,19,33,650,100,4,1
1110,19,34,650,110,4,1
1111,19,35,650,120,4,1
1112,19,36,650,130,4,1
1113,19,37,650,140,1,1
1114,19,38,650,170,3,1
1115,19,39,650,180,4,1
1116,19,40,650,190,4,1
1117,19,41,650,200,4,1
1118,19,42,650,210,4,1
1119,19,43,650,220,4,1
1120,19,44,650,230,4,1
1121,19,45,650,240,1,1
1122,19,46,650,280,3,1
1123,19,47,650,290,4,1
1124,19,48,650,300,4,1
1125,19,49,650,310,4,1
1126,19,50,650,320,4,1
1127,19,51,650,330,4,1
1128,19,52,650,340,4,1
1129,19,53,650,350,1,1
1130,19,54,650,380,3,1
1131,19,55,650,390,4,1
1132,19,56,650,400,4,1
1133,19,57,650,410,4,1
1134,19,58,650,420,4,1
1135,19,59,650,430,4,1
1136,19,60,650,440,1,1
1137,20,1,630,440,1,1
1138,20,2,630,430,2,1
1139,20,3,630,420,2,1
1140,20,4,630,410,2,1
1141,20,5,630,400,2,1
1142,20,6,630,390,2,1
1143,20,7,630,380,3,1
1144,20,8,630,350,1,1
1145,20,9,630,340,2,1
1146,20,10,630,330,2,1
1147,20,11,630,320,2,1
1148,20,12,630,310,2,1
1149,20,13,630,300,2,1
1150,20,14,630,290,2,1
1151,20,15,630,280,3,1
1152,20,16,630,240,1,1
1153,20,17,630,230,2,1
1154,20,18,630,220,2,1
1155,20,19,630,210,2,1
1156,20,20,630,200,2,1
1157,20,21,630,190,2,1
1158,20,22,630,180,2,1
1159,20,23,630,170,3,1
1160,20,24,630,140,1,1
1161,20,25,630,130,2,1
1162,20,26,630,120,2,1
1163,20,27,630,110,2,1
1164,20,28,630,100,2,1
1165,20,29,630,90,2,1
1166,20,30,630,80,3,1
1167,20,31,620,80,3,1
1168,20,32,620,90,4,1
1169,20,33,620,100,4,1
1170,20,34,620,110,4,1
1171,20,35,620,120,4,1
1172,20,36,620,130,4,1
1173,20,37,620,140,1,1
1174,20,38,620,170,3,1
1175,20,39,620,180,4,1
1176,20,40,620,190,4,1
1177,20,41,620,200,4,1
1178,20,42,620,210,4,1
1179,20,43,620,220,4,1
1180,20,44,620,230,4,1
1181,20,45,620,240,1,1
1182,20,46,620,280,3,1
1183,20,47,620,290,4,1
1184,20,48,620,300,4,1
1185,20,49,620,310,4,1
1186,20,50,620,320,4,1
1187,20,51,620,330,4,1
1188,20,52,620,340,4,1
1189,20,53,620,350,1,1
1190,20,54,620,380,3,1
1191,20,55,620,390,4,1
1192,20,56,620,400,4,1
1193,20,57,620,410,4,1
1194,20,58,620,420,4,1
1195,20,59,620,430,4,1
1196,20,60,620,440,1,1
1197,21,1,580,440,1,1
1198,21,2,580,430,2,1
1199,21,3,580,420,2,1
1200,21,4,580,410,2,1
1201,21,5,580,400,2,1
1202,21,6,580,390,2,1
1203,21,7,580,380,3,1
1204,21,8,580,350,1,1
1205,21,9,580,340,2,1
1206,21,10,580,330,2,1
1207,21,11,580,320,2,1
1208,21,12,580,310,2,1
1209,21,13,580,300,2,1
1210,21,14,580,290,2,1
1211,21,15,580,280,3,1
1212,21,16,580,240,1,1
1213,21,17,580,230,2,1
1214,21,18,580,220,2,1
1215,21,19,580,210,2,1
1216,21,20,580,200,2,1
1217,21,21,580,190,2,1
1218,21,22,580,180,2,1
1219,21,23,580,170,3,1
1220,21,24,580,140,1,1
1221,21,25,580,130,2,1
1222,21,26,580,120,2,1
1223,21,27,580,110,2,1
1224,21,28,580,100,2,1
1225,21,29,580,90,2,1
1226,21,30,580,80,3,1
1227,21,31,570,80,3,1
1228,21,32,570,90,4,1
1229,21,33,570,100,4,1
1230,21,34,570,110,4,1
1231,21,35,570,120,4,1
1232,21,36,570,130,4,1
1233,21,37,570,140,1,1
1234,21,38,570,170,3,1
1235,21,39,570,180,4,1
1236,21,40,570,190,4,1
1237,21,41,570,200,4,1
1238,21,42,570,210,4,1
1239,21,43,570,220,4,1
1240,21,44,570,230,4,1
1241,21,45,570,240,1,1
1242,21,46,570,280,3,1
1243,21,47,570,290,4,1
1244,21,48,570,300,4,1
1245,21,49,570,310,4,1
1246,21,50,570,320,4,1
1247,21,51,570,330,4,1
1248,21,52,570,340,4,1
1249,21,53,570,350,1,1
1250,21,54,570,380,3,1
1251,21,55,570,390,4,1
1252,21,56,570,400,4,1
1253,21,57,570,410,4,1
1254,21,58,570,420,4,1
1255,21,59,570,430,4,1
1256,21,60,570,440,1,1
1257,22,1,550,440,1,1
1258,22,2,550,430,2,1
1259,22,3,550,420,2,1
1260,22,4,550,410,2,1
1261,22,5,550,400,2,1
1262,22,6,550,390,2,1
1263,22,7,550,380,3,1
1264,22,8,550,350,1,1
1265,22,9,550,340,2,1
1266,22,10,550,330,2,1
1267,22,11,550,320,2,1
1268,22,12,550,310,2,1
1269,22,13,550,300,2,1
1270,22,14,550,290,2,1
1271,22,15,550,280,3,1
1272,22,16,550,240,1,1
1273,22,17,550,230,2,1
1274,22,18,550,220,2,1
1275,22,19,550,210,2,1
1276,22,20,550,200,2,1
1277,22,21,550,190,2,1
1278,22,22,550,180,2,1
1279,22,23,550,170,3,1
1280,22,24,550,140,1,1
1281,22,25,550,130,2,1
1282,22,26,550,120,2,1
1283,22,27,550,110,2,1
1284,22,28,550,100,2,1
1285,22,29,550,90,2,1
1286,22,30,550,80,3,1
1287,22,31,540,80,3,1
1288,22,32,540,90,4,1
1289,22,33,540,100,4,1
1290,22,34,540,110,4,1
1291,22,35,540,120,4,1
1292,22,36,540,130,4,1
1293,22,37,540,140,1,1
1294,22,38,540,170,3,1
1295,22,39,540,180,4,1
1296,22,40,540,190,4,1
1297,22,41,540,200,4,1
1298,22,42,540,210,4,1
1299,22,43,540,220,4,1
1300,22,44,540,230,4,1
1301,22,45,540,240,1,1
1302,22,46,540,280,3,1
1303,22,47,540,290,4,1
1304,22,48,540,300,4,1
1305,22,49,540,310,4,1
1306,22,50,540,320,4,1
1307,22,51,540,330,4,1
1308,22,52,540,340,4,1
1309,22,53,540,350,1,1
1310,22,54,540,380,3,1
1311,22,55,540,390,4,1
1312,22,56,540,400,4,1
1313,22,57,540,410,4,1
1314,22,58,540,420,4,1
1315,22,59,540,430,4,1
1316,22,60,540,440,1,1
1317,23,1,520,440,1,1
1318,23,2,520,430,2,1
1319,23,3,520,420,2,1
1320,23,4,520,410,2,1
1321,23,5,520,400,2,1
1322,23,6,520,390,2,1
1323,23,7,520,380,3,1
1324,23,8,520,350,1,1
1325,23,9,520,340,2,1
1326,23,10,520,330,2,1
1327,23,11,520,320,2,1
1328,23,12,520,310,2,1
1329,23,13,520,300,2,1
1330,23,14,520,290,2,1
1331,23,15,520,280,3,1
1332,23,16,520,240,1,1
1333,23,17,520,230,2,1
1334,23,18,520,220,2,1
1335,23,19,520,210,2,1
1336,23,20,520,200,2,1
1337,23,21,520,190,2,1
1338,23,22,520,180,2,1
1339,23,23,520,170,3,1
1340,23,24,520,140,1,1
1341,23,25,520,130,2,1
1342,23,26,520,120,2,1
1343,23,27,520,110,2,1
1344,23,28,520,100,2,1
1345,23,29,520,90,2,1
1346,23,30,520,80,3,1
1347,23,31,510,80,3,1
1348,23,32,510,90,4,1
1349,23,33,510,100,4,1
1350,23,34,510,110,4,1
1351,23,35,510,120,4,1
1352,23,36,510,130,4,1
1353,23,37,510,140,1,1
1354,23,38,510,170,3,1
1355,23,39,510,180,4,1
1356,23,40,510,190,4,1
1357,23,41,510,200,4,1
1358,23,42,510,210,4,1
1359,23,43,510,220,4,1
1360,23,44,510,230,4,1
1361,23,45,510,240,1,1
1362,23,46,510,280,3,1
1363,23,47,510,290,4,1
1364,23,48,510,300,4,1
1365,23,49,510,310,4,1
1366,23,50,510,320,4,1
1367,23,51,510,330,4,1
1368,23,52,510,340,4,1
1369,23,53,510,350,1,1
1370,23,54,510,380,3,1
1371,23,55,510,390,4,1
1372,23,56,510,400,4,1
1373,23,57,510,410,4,1
1374,23,58,510,420,4,1
1375,23,59,510,430,4,1
1376,23,60,510,440,1,1
1377,24,1,490,440,1,1
1378,24,2,490,430,2,1
1379,24,3,490,420,2,1
1380,24,4,490,410,2,1
1381,24,5,490,400,2,1
1382,24,6,490,390,2,1
1383,24,7,490,380,3,1
1384,24,8,490,350,1,1
1385,24,9,490,340,2,1
1386,24,10,490,330,2,1
1387,24,11,490,320,2,1
1388,24,12,490,310,2,1
1389,24,13,490,300,2,1
1390,24,14,490,290,2,1
1391,24,15,490,280,3,1
1392,24,16,490,240,1,1
1393,24,17,490,230,2,1
1394,24,18,490,220,2,1
1395,24,19,490,210,2,1
1396,24,20,490,200,2,1
1397,24,21,490,190,2,1
1398,24,22,490,180,2,1
1399,24,23,490,170,3,1
1400,24,24,490,140,1,1
1401,24,25,490,130,2,1
1402,24,26,490,120,2,1
1403,24,27,490,110,2,1
1404,24,28,490,100,2,1
1405,24,29,490,90,2,1
1406,24,30,490,80,3,1
1407,24,31,480,80,3,1
1408,24,32,480,90,4,1
1409,24,33,480,100,4,1
1410,24,34,480,110,4,1
1411,24,35,480,120,4,1
1412,24,36,480,130,4,1
1413,24,37,480,140,1,1
1414,24,38,480,170,3,1
1415,24,39,480,180,4,1
1416,24,40,480,190,4,1
1417,24,41,480,200,4,1
1418,24,42,480,210,4,1
1419,24,43,480,220,4,1
1420,24,44,480,230,4,1
1421,24,45,480,240,1,1
1422,24,46,480,280,3,1
1423,24,47,480,290,4,1
1424,24,48,480,300,4,1
1425,24,49,480,310,4,1
1426,24,50,480,320,4,1
1427,24,51,480,330,4,1
1428,24,52,480,340,4,1
1429,24,53,480,350,1,1
1430,24,54,480,380,3,1
1431,24,55,480,390,4,1
1432,24,56,480,400,4,1
1433,24,57,480,410,4,1
1434,24,58,480,420,4,1
1435,24,59,480,430,4,1
1436,24,60,480,440,1,1
1437,25,1,460,420,1,1
1438,25,2,460,410,2,1
1439,25,3,460,400,2,1
1440,25,4,460,390,2,1
1441,25,5,460,380,3,1
1442,25,6,460,350,1,1
1443,25,7,460,340,2,1
1444,25,8,460,330,2,1
1445,25,9,460,320,2,1
1446,25,10,460,310,2,1
1447,25,11,460,300,2,1
1448,25,12,460,290,3,1
1449,25,13,460,230,1,1
1450,25,14,460,220,2,1
1451,25,15,460,210,2,1
1452,25,16,460,200,2,1
1453,25,17,460,190,2,1
1454,25,18,460,180,2,1
1455,25,19,460,170,3,1
1456,25,20,460,140,1,1
1457,25,21,460,130,2,1
1458,25,22,460,120,2,1
1459,25,23,460,110,2,1
1460,25,24,460,100,3,1
1461,25,25,450,100,3,1
1462,25,26,450,110,4,1
1463,25,27,450,120,4,1
1464,25,28,450,130,4,1
1465,25,29,450,140,1,1
1466,25,30,450,170,3,1
1467,25,31,450,180,4,1
1468,25,32,450,190,4,1
1469,25,33,450,200,4,1
1470,25,34,450,210,4,1
1471,25,35,450,220,4,1
1472,25,36,450,230,1,1
1473,25,37,450,290,3,1
1474,25,38,450,300,4,1
1475,25,39,450,310,4,1
1476,25,40,450,320,4,1
1477,25,41,450,330,4,1
1478,25,42,450,340,4,1
1479,25,43,450,350,1,1
1480,25,44,450,380,3,1
1481,25,45,450,390,4,1
1482,25,46,450,400,4,1
1483,25,47,450,410,4,1
1484,25,48,450,420,1,1
1485,26,1,420,420,1,1
1486,26,2,420,410,2,1
1487,26,3,420,400,2,1
1488,26,4,420,390,2,1
1489,26,5,420,380,3,1
1490,26,6,420,350,1,1
1491,26,7,420,340,2,1
1492,26,8,420,330,2,1
1493,26,9,420,320,2,1
1494,26,10,420,310,2,1
1495,26,11,420,300,2,1
1496,26,12,420,290,3,1
1497,26,13,420,230,1,1
1498,26,14,420,220,2,1
1499,26,15,420,210,2,1
1500,26,16,420,200,2,1
1501,26,17,420,190,2,1
1502,26,18,420,180,2,1
1503,26,19,420,170,3,1
1504,26,20,420,140,1,1
1505,26,21,420,130,2,1
1506,26,22,420,120,2,1
1507,26,23,420,110,2,1
1508,26,24,420,100,3,1
1509,26,25,410,100,3,1
1510,26,26,410,110,4,1
1511,26,27,410,120,4,1
1512,26,28,410,130,4,1
1513,26,29,410,140,1,1
1514,26,30,410,170,3,1
1515,26,31,410,180,4,1
1516,26,32,410,190,4,1
1517,26,33,410,200,4,1
1518,26,34,410,210,4,1
1519,26,35,410,220,4,1
1520,26,36,410,230,1,1
1521,26,37,410,290,3,1
1522,26,38,410,300,4,1
1523,26,39,410,310,4,1
1524,26,40,410,320,4,1
1525,26,41,410,330,4,1
1526,26,42,410,340,4,1
1527,26,43,410,350,1,1
1528,26,44,410,380,3,1
1529,26,45,410,390,4,1
1530,26,46,410,400,4,1
1531,26,47,410,410,4,1
1532,26,48,410,420,1,1
1533,27,1,380,440,1,1
1534,27,2,380,430,2,1
1535,27,3,380,420,2,1
1536,27,4,380,410,2,1
1537,27,5,380,400,2,1
1538,27,6,380,390,2,1
1539,27,7,380,380,3,1
1540,27,8,380,350,1,1
1541,27,9,380,340,2,1
1542,27,10,380,330,2,1
1543,27,11,380,320,2,1
1544,27,12,380,310,2,1
1545,27,13,380,300,2,1
1546,27,14,380,290,2,1
1547,27,15,380,280,3,1
1548,27,16,380,240,1,1
1549,27,17,380,230,2,1
1550,27,18,380,220,2,1
1551,27,19,380,210,2,1
1552,27,20,380,200,2,1
1553,27,21,380,190,2,1
1554,27,22,380,180,2,1
1555,27,23,380,170,3,1
1556,27,24,380,140,1,1
1557,27,25,380,130,2,1
1558,27,26,380,120,2,1
1559,27,27,380,110,2,1
1560,27,28,380,100,2,1
1561,27,29,380,90,2,1
1562,27,30,380,80,3,1
1563,27,31,370,80,3,1
1564,27,32,370,90,4,1
1565,27,33,370,100,4,1
1566,27,34,370,110,4,1
1567,27,35,370,120,4,1
1568,27,36,370,130,4,1
1569,27,37,370,140,1,1
1570,27,38,370,170,3,1
1571,27,39,370,180,4,1
1572,27,40,370,190,4,1
1573,27,41,370,200,4,1
1574,27,42,370,210,4,1
1575,27,43,370,220,4,1
1576,27,44,370,230,4,1
1577,27,45,370,240,1,1
1578,27,46,370,280,3,1
1579,27,47,370,290,4,1
1580,27,48,370,300,4,1
1581,27,49,370,310,4,1
1582,27,50,370,320,4,1
1583,27,51,370,330,4,1
1584,27,52,370,340,4,1
1585,27,53,370,350,1,1
1586,27,54,370,380,3,1
1587,27,55,370,390,4,1
1588,27,56,370,400,4,1
1589,27,57,370,410,4,1
1590,27,58,370,420,4,1
1591,27,59,370,430,4,1
1592,27,60,370,440,1,1
1593,28,1,350,440,1,1
1594,28,2,350,430,2,1
1595,28,3,350,420,2,1
1596,28,4,350,410,2,1
1597,28,5,350,400,2,1
1598,28,6,350,390,2,1
1599,28,7,350,380,3,1
1600,28,8,350,350,1,1
1601,28,9,350,340,2,1
1602,28,10,350,330,2,1
1603,28,11,350,320,2,1
1604,28,12,350,310,2,1
1605,28,13,350,300,2,1
1606,28,14,350,290,2,1
1607,28,15,350,280,3,1
1608,28,16,350,240,1,1
1609,28,17,350,230,2,1
1610,28,18,350,220,2,1
1611,28,19,350,210,2,1
1612,28,20,350,200,2,1
1613,28,21,350,190,2,1
1614,28,22,350,180,2,1
1615,28,23,350,170,3,1
1616,28,24,350,140,1,1
1617,28,25,350,130,2,1
1618,28,26,350,120,2,1
1619,28,27,350,110,2,1
1620,28,28,350,100,2,1
1621,28,29,350,90,2,1
1622,28,30,350,80,3,1
1623,28,31,340,80,3,1
1624,28,32,340,90,4,1
1625,28,33,340,100,4,1
1626,28,34,340,110,4,1
1627,28,35,340,120,4,1
1628,28,36,340,130,4,1
1629,28,37,340,140,1,1
1630,28,38,340,170,3,1
1631,28,39,340,180,4,1
1632,28,40,340,190,4,1
1633,28,41,340,200,4,1
1634,28,42,340,210,4,1
1635,28,43,340,220,4,1
1636,28,44,340,230,4,1
1637,28,45,340,240,1,1
1638,28,46,340,280,3,1
1639,28,47,340,290,4,1
1640,28,48,340,300,4,1
1641,28,49,340,310,4,1
1642,28,50,340,320,4,1
1643,28,51,340,330,4,1
1644,28,52,340,340,4,1
1645,28,53,340,350,1,1
1646,28,54,340,380,3,1
1647,28,55,340,390,4,1
1648,28,56,340,400,4,1
1649,28,57,340,410,4,1
1650,28,58,340,420,4,1
1651,28,59,340,430,4,1
1652,28,60,340,440,1,1
1653,29,1,320,440,1,1
1654,29,2,320,430,2,1
1655,29,3,320,420,2,1
1656,29,4,320,410,2,1
1657,29,5,320,400,2,1
1658,29,6,320,390,2,1
1659,29,7,320,380,3,1
1660,29,8,320,350,1,1
1661,29,9,320,340,2,1
1662,29,10,320,330,2,1
1663,29,11,320,320,2,1
1664,29,12,320,310,2,1
1665,29,13,320,300,2,1
1666,29,14,320,290,2,1
1667,29,15,320,280,3,1
1668,29,16,320,240,1,1
1669,29,17,320,230,2,1
1670,29,18,320,220,2,1
1671,29,19,320,210,2,1
1672,29,20,320,200,2,1
1673,29,21,320,190,2,1
1674,29,22,320,180,2,1
1675,29,23,320,170,3,1
1676,29,24,320,140,1,1
1677,29,25,320,130,2,1
1678,29,26,320,120,2,1
1679,29,27,320,110,2,1
1680,29,28,320,100,2,1
1681,29,29,320,90,2,1
1682,29,30,320,80,3,1
1683,29,31,310,80,3,1
1684,29,32,310,90,4,1
1685,29,33,310,100,4,1
1686,29,34,310,110,4,1
1687,29,35,310,120,4,1
1688,29,36,310,130,4,1
1689,29,37,310,140,1,1
1690,29,38,310,170,3,1
1691,29,39,310,180,4,1
1692,29,40,310,190,4,1
1693,29,41,310,200,4,1
1694,29,42,310,210,4,1
1695,29,43,310,220,4,1
1696,29,44,310,230,4,1
1697,29,45,310,240,1,1
1698,29,46,310,280,3,1
1699,29,47,310,290,4,1
1700,29,48,310,300,4,1
1701,29,49,310,310,4,1
1702,29,50,310,320,4,1
1703,29,51,310,330,4,1
1704,29,52,310,340,4,1
1705,29,53,310,350,1,1
1706,29,54,310,380,3,1
1707,29,55,310,390,4,1
1708,29,56,310,400,4,1
1709,29,57,310,410,4,1
1710,29,58,310,420,4,1
1711,29,59,310,430,4,1
1712,29,60,310,440,1,1
1713,30,1,290,440,1,1
1714,30,2,290,430,2,1
1715,30,3,290,420,2,1
1716,30,4,290,410,2,1
1717,30,5,290,400,2,1
1718,30,6,290,390,2,1
1719,30,7,290,380,3,1
1720,30,8,290,350,1,1
1721,30,9,290,340,2,1
1722,30,10,290,330,2,1
1723,30,11,290,320,2,1
1724,30,12,290,310,2,1
1725,30,13,290,300,2,1
1726,30,14,290,290,2,1
1727,30,15,290,280,3,1
1728,30,16,290,240,1,1
1729,30,17,290,230,2,1
1730,30,18,290,220,2,1
1731,30,19,290,210,2,1
1732,30,20,290,200,2,1
1733,30,21,290,190,2,1
1734,30,22,290,180,2,1
1735,30,23,290,170,3,1
1736,30,24,290,140,1,1
1737,30,25,290,130,2,1
1738,30,26,290,120,2,1
1739,30,27,290,110,2,1
1740,30,28,290,100,2,1
1741,30,29,290,90,2,1
1742,30,30,290,80,3,1
1743,30,31,280,80,3,1
1744,30,32,280,90,4,1
1745,30,33,280,100,4,1
1746,30,34,280,110,4,1
1747,30,35,280,120,4,1
1748,30,36,280,130,4,1
1749,30,37,280,140,1,1
1750,30,38,280,170,3,1
1751,30,39,280,180,4,1
1752,30,40,280,190,4,1
1753,30,41,280,200,4,1
1754,30,42,280,210,4,1
1755,30,43,280,220,4,1
1756,30,44,280,230,4,1
1757,30,45,280,240,1,1
1758,30,46,280,280,3,1
1759,30,47,280,290,4,1
1760,30,48,280,300,4,1
1761,30,49,280,310,4,1
1762,30,50,280,320,4,1
1763,30,51,280,330,4,1
1764,30,52,280,340,4,1
1765,30,53,280,350,1,1
1766,30,54,280,380,3,1
1767,30,55,280,390,4,1
1768,30,56,280,400,4,1
1769,30,57,280,410,4,1
1770,30,58,280,420,4,1
1771,30,59,280,430,4,1
1772,30,60,280,440,1,1
1773,31,1,260,440,1,1
1774,31,2,260,430,2,1
1775,31,3,260,420,2,1
1776,31,4,260,410,2,1
1777,31,5,260,400,2,1
1778,31,6,260,390,2,1
1779,31,7,260,380,3,1
1780,31,8,260,350,1,1
1781,31,9,260,340,2,1
1782,31,10,260,330,2,1
1783,31,11,260,320,2,1
1784,31,12,260,310,2,1
1785,31,13,260,300,2,1
1786,31,14,260,290,2,1
1787,31,15,260,280,3,1
1788,31,16,260,240,1,1
1789,31,17,260,230,2,1
1790,31,18,260,220,2,1
1791,31,19,260,210,2,1
1792,31,20,260,200,2,1
1793,31,21,260,190,2,1
1794,31,22,260,180,2,1
1795,31,23,260,170,3,1
1796,31,24,260,140,1,1
1797,31,25,260,130,2,1
1798,31,26,260,120,2,1
1799,31,27,260,110,2,1
1800,31,28,260,100,2,1
1801,31,29,260,90,2,1
1802,31,30,260,80,3,1
1803,31,31,250,80,3,1
1804,31,32,250,90,4,1
1805,31,33,250,100,4,1
1806,31,34,250,110,4,1
1807,31,35,250,120,4,1
1808,31,36,250,130,4,1
1809,31,37,250,140,1,1
1810,31,38,250,170,3,1
1811,31,39,250,180,4,1
1812,31,40,250,190,4,1
1813,31,41,250,200,4,1
1814,31,42,250,210,4,1
1815,31,43,250,220,4,1
1816,31,44,250,230,4,1
1817,31,45,250,240,1,1
1818,31,46,250,280,3,1
1819,31,47,250,290,4,1
1820,31,48,250,300,4,1
1821,31,49,250,310,4,1
1822,31,50,250,320,4,1
1823,31,51,250,330,4,1
1824,31,52,250,340,4,1
1825,31,53,250,350,1,1
1826,31,54,250,380,3,1
1827,31,55,250,390,4,1
1828,31,56,250,400,4,1
1829,31,57,250,410,4,1
1830,31,58,250,420,4,1
1831,31,59,250,430,4,1
1832,31,60,250,440,1,1
1833,32,1,230,440,1,1
1834,32,2,230,430,2,1
1835,32,3,230,420,2,1
1836,32,4,230,410,2,1
1837,32,5,230,400,2,1
1838,32,6,230,390,2,1
1839,32,7,230,380,3,1
1840,32,8,230,350,1,1
1841,32,9,230,340,2,1
1842,32,10,230,330,2,1
1843,32,11,230,320,2,1
1844,32,12,230,310,2,1
1845,32,13,230,300,2,1
1846,32,14,230,290,2,1
1847,32,15,230,280,3,1
1848,32,16,230,240,1,1
1849,32,17,230,230,2,1
1850,32,18,230,220,2,1
1851,32,19,230,210,2,1
1852,32,20,230,200,2,1
1853,32,21,230,190,2,1
1854,32,22,230,180,2,1
1855,32,23,230,170,3,1
1856,32,24,230,140,1,1
1857,32,25,230,130,2,1
1858,32,26,230,120,2,1
1859,32,27,230,110,2,1
1860,32,28,230,100,2,1
1861,32,29,230,90,2,1
1862,32,30,230,80,3,1
1863,32,31,220,80,3,1
1864,32,32,220,90,4,1
1865,32,33,220,100,4,1
1866,32,34,220,110,4,1
1867,32,35,220,120,4,1
1868,32,36,220,130,4,1
1869,32,37,220,140,1,1
1870,32,38,220,170,3,1
1871,32,39,220,180,4,1
1872,32,40,220,190,4,1
1873,32,41,220,200,4,1
1874,32,42,220,210,4,1
1875,32,43,220,220,4,1
1876,32,44,220,230,4,1
1877,32,45,220,240,1,1
1878,32,46,220,280,3,1
1879,32,47,220,290,4,1
1880,32,48,220,300,4,1
1881,32,49,220,310,4,1
1882,32,50,220,320,4,1
1883,32,51,220,330,4,1
1884,32,52,220,340,4,1
1885,32,53,220,350,1,1
1886,32,54,220,380,3,1
1887,32,55,220,390,4,1
1888,32,56,220,400,4,1
1889,32,57,220,410,4,1
1890,32,58,220,420,4,1
1891,32,59,220,430,4,1
1892,32,60,220,440,1,1
1893,33,1,200,440,1,1
1894,33,2,200,430,2,1
1895,33,3,200,420,2,1
1896,33,4,200,410,2,1
1897,33,5,200,400,2,1
